Razão Social (Registro ANS);Cobertura;Porte;Classificação no Mês;Classificação no Mês Anterior;dez/16;nov/16;out/16;set/16;ago/16;jul/16;jun/16;mai/16;abr/16;mar/16;fev/16;jan/16;Competência;Data de atualização
GEAP AUTOGESTÃO EM SAÚDE (323080);Médico Hospitalar;Grande;52;48;96,10;93,35;90,69;91,61;90,29;89,64;90,25;93,31;93,06;93,24;90,50;94,00;201612;22/01/2017 02:12:18
GKN DO BRASIL LTDA (416819);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
GOOD LIFE SAUDE LTDA (305995);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;40,00;201612;22/01/2017 02:12:18
GRANJAS QUATRO IRMÃOS AGROPECUÁRIA E COMÉRCIO S/A (404152);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
GREEN LIFE SAÚDE ASSISTÊNCIA MÉDICA LTDA. (410471);Médico Hospitalar;Pequeno;125;132;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,56;5,26;5,56;11,11;16,67;201612;22/01/2017 02:12:18
GREEN LINE SISTEMA DE SAÚDE S.A (325074);Médico Hospitalar;Grande;51;42;96,10;94,48;93,25;93,20;95,04;95,00;96,83;94,81;93,57;93,15;92,66;95,88;201612;22/01/2017 02:12:18
GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA (309222);Médico Hospitalar;Grande;41;26;98,15;97,80;96,58;95,80;95,77;97,04;98,21;96,97;96,19;96,97;97,78;96,81;201612;22/01/2017 02:12:18
GS PLANO GLOBAL DE SAÚDE LTDA (413160);Médico Hospitalar;Pequeno;1;1;100,00;100,00;0,00;0,00;50,00;100,00;100,00;;;100,00;100,00;100,00;201612;22/01/2017 02:12:18
HALSA OPERADORA DE MEDICINA DE GRUPO LTDA (419834);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
HAPVIDA ASSISTENCIA MEDICA LTDA (368253);Médico Hospitalar;Grande;35;37;98,89;95,53;93,09;92,07;93,47;94,90;94,02;90,95;89,77;90,14;91,03;91,04;201612;22/01/2017 02:12:18
H.B. SAÚDE S/A. (350249);Médico Hospitalar;Grande;73;63;80,00;88,89;83,33;80,00;66,67;66,67;100,00;83,33;85,71;75,00;50,00;25,00;201612;22/01/2017 02:12:18
HBC SAÚDE LTDA. (414352);Médico Hospitalar;Pequeno;114;101;80,00;85,71;66,67;100,00;100,00;100,00;100,00;100,00;100,00;;100,00;100,00;201612;22/01/2017 02:12:18
HC SAÚDE LTDA. (335851);Médico Hospitalar;Pequeno;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;201612;22/01/2017 02:12:18
HOSPITAIS E CLÍNICAS DO PIAUÍ S/S LTDA (416398);Médico Hospitalar;Médio;1;;100,00;;0,00;50,00;50,00;50,00;0,00;0,00;0,00;0,00;0,00;;201612;22/01/2017 02:12:18
HOSPITAL CÉSAR LEITE (314706);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
HOSPITAL DE CARIDADE DE VARGEM GRANDE DO SUL (363111);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
HOSPITAL DE CATAGUASES (400319);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
HOSPITAL DE PRONTOCLINICA LTDA. (341941);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
HOSPITAL MARECHAL CÂNDIDO RONDON LTDA (392391);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
HOSPITAL NOSSA SENHORA DAS GRAÇAS LTDA. (309401);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;100,00;100,00;;;;100,00;100,00;100,00;201612;22/01/2017 02:12:18
HOSPITAL PADRE JÚLIO MARIA (406457);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
HOSPITAL REGIONAL DE FRANCA S/A (309338);Médico Hospitalar;Médio;;;;;100,00;100,00;100,00;;100,00;100,00;100,00;;;;201612;22/01/2017 02:12:18
HOSPITAL S.P. LTDA. (363189);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
HUMANA ASSISTENCIA MEDICA LTDA (357511);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;75,00;71,43;66,67;75,00;66,67;66,67;66,67;0,00;0,00;201612;22/01/2017 02:12:18
INDUSTRIAS NUCLEARES DO BRASIL S/A - INB (329282);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;;100,00;100,00;100,00;;;;;201612;22/01/2017 02:12:18
INSTITUIÇÃO BENEFICENTE CEL MASSOT - IBCM (419427);Médico Hospitalar;Pequeno;;;;;;100,00;100,00;100,00;;;;;;;201612;22/01/2017 02:12:18
INSTITUTO CURITIBA DE SAÚDE (419010);Médico Hospitalar;Médio;1;1;100,00;100,00;;100,00;66,67;75,00;66,67;100,00;0,00;0,00;66,67;100,00;201612;22/01/2017 02:12:18
INSTITUTO PORTUGUÊS BRASILEIRO DE ASSISTÊNCIA (408531);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA (312282);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE ARARAS (322920);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
IRMANDADE DA SANTA CASA DE MISERICORDIA DE BIRIGUI (314102);Médico Hospitalar;Pequeno;;;;;;;;;;0,00;0,00;0,00;;;201612;22/01/2017 02:12:18
IRMANDADE DA SANTA CASA DE MISERICORDIA DE LIMEIRA (319422);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;;0,00;0,00;0,00;;;;201612;22/01/2017 02:12:18
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE MAUÁ (403920);Médico Hospitalar;Médio;186;187;77,78;77,78;83,33;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201612;22/01/2017 02:12:18
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE MOCOCA (308005);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PASSOS (333875);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRACICABA (354562);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201612;22/01/2017 02:12:18
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE RIO CLARO (347655);Médico Hospitalar;Médio;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE SANTA RITA PASSA QUATRO (363511);Médico Hospitalar;Pequeno;1;;100,00;;;;;;;;100,00;100,00;100,00;;201612;22/01/2017 02:12:18
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE SÃO JOSÉ DO RIO PRETO (339539);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;;;;100,00;100,00;100,00;201612;22/01/2017 02:12:18
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE SÃO ROQUE (401137);Médico Hospitalar;Pequeno;122;112;50,00;75,00;100,00;84,62;66,67;50,00;25,00;;;100,00;100,00;100,00;201612;22/01/2017 02:12:18
IRMANDADE DA SANTA CASA DE MISERICORDIA DE VALINHOS (410365);Médico Hospitalar;Pequeno;1;120;100,00;66,67;66,67;75,00;100,00;100,00;50,00;66,67;66,67;100,00;;;201612;22/01/2017 02:12:18
IRMANDADE DA SANTA CASA DE MISERICORDIA DE VITORIA (378038);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;0,00;50,00;50,00;201612;22/01/2017 02:12:18
IRMANDADE DA SANTA CASA DE MISERICÓRDIA E MATERNIDADE DONA ZILDA SALVAGNI (321320);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
IRMANDADE DE MISERICORDIA DE PORTO FERREIRA (329355);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;100,00;;;;;;0,00;0,00;201612;22/01/2017 02:12:18
IRMANDADE DE MISERICÓRDIA DO HOSPITAL DA SANTA CASA DE MONTE ALTO (333808);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;100,00;50,00;66,67;50,00;100,00;;;;;201612;22/01/2017 02:12:18
IRMANDADE DO HOSPITAL DE NOSSA SENHORA DAS DORES (321095);Médico Hospitalar;Pequeno;;;;;;;;;;100,00;100,00;100,00;;;201612;22/01/2017 02:12:18
IRMANDADE NOSSA SENHORA DAS MERCES DE MONTES CLAROS (363685);Médico Hospitalar;Pequeno;;;;;;;100,00;100,00;100,00;100,00;100,00;66,67;0,00;0,00;201612;22/01/2017 02:12:18
IRMANDADE SANTA CASA DE MISERICÓRDIA DE ITAPEVA (345741);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
IRMANDADE SANTA CASA DE MISERICÓRDIA DE MARINGÁ (336831);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;80,00;66,67;50,00;100,00;88,89;201612;22/01/2017 02:12:18
IRMANDADE SANTA ISABEL DE BARRA MANSA (419974);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
ITAGUAÍ SAÚDE LTDA. (416711);Médico Hospitalar;Pequeno;1;;100,00;;;;100,00;100,00;100,00;50,00;50,00;50,00;;;201612;22/01/2017 02:12:18
ITAIPU BINACIONAL (366234);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
ITAUSEG SAÚDE S.A. (000884);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;83,33;75,00;62,50;77,78;75,00;77,78;80,00;90,91;100,00;201612;22/01/2017 02:12:18
JARDIM AMÉRICA SAÚDE LTDA. (414450);Médico Hospitalar;Médio;1;156;100,00;91,30;93,75;94,12;93,75;90,32;77,78;80,56;72,22;75,86;75,76;86,21;201612;22/01/2017 02:12:18
JOAQUIM OLIVEIRA S/A PARTICIPAÇÕES (341371);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA. (364592);Médico Hospitalar;Pequeno;1;;100,00;;;;;;;;;;;0,00;201612;22/01/2017 02:12:18
LÍDER COMÉRCIO E INDÚSTRIA LTDA. (412490);Médico Hospitalar;Pequeno;;;;;;;;;;;;0,00;0,00;0,00;201612;22/01/2017 02:12:18
LIFE EMPRESARIAL SAÚDE LTDA. (414492);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;66,67;75,00;85,71;100,00;100,00;100,00;100,00;100,00;201612;22/01/2017 02:12:18
LIFEDAY PLANOS DE SAÚDE LTDA. (309699);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
MAPFRE SAÚDE LTDA (418951);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;80,00;75,00;66,67;80,00;80,00;100,00;100,00;;;201612;22/01/2017 02:12:18
MASSA FALIDA DE SAÚDE QUALITY LTDA. (367729);Médico Hospitalar;Pequeno;120;125;75,00;57,14;33,33;29,41;42,86;57,14;35,71;30,77;14,29;33,33;;100,00;201612;22/01/2017 02:12:18
MATÃO CLINICAS & AMHMA SAÚDE LTDA (416495);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
MEDGOLD ASSISTENCIA MEDICA LTDA - ME (419753);Médico Hospitalar;Pequeno;;1;;100,00;25,00;25,00;0,00;;;0,00;0,00;0,00;;;201612;22/01/2017 02:12:18
MEDICAL BRASIL ASSISTÊNCIA MÉDICA LTDA (419320);Médico Hospitalar;Pequeno;109;105;83,33;83,33;75,00;100,00;50,00;50,00;40,00;66,67;66,67;;100,00;100,00;201612;22/01/2017 02:12:18
MEDICAL MEDICINA COOPERATIVA ASSISTENCIAL DE LIMEIRA (360767);Médico Hospitalar;Médio;;1;;100,00;100,00;100,00;;;;100,00;75,00;60,00;33,33;0,00;201612;22/01/2017 02:12:18
MEDIPLAN ASSISTENCIAL LTDA (368849);Médico Hospitalar;Médio;1;183;100,00;80,00;85,71;83,33;100,00;100,00;100,00;75,00;71,43;75,00;100,00;85,71;201612;22/01/2017 02:12:18
MEDISANITAS BRASIL ASSISTÊNCIA INTEGRAL À SAÚDE S/A. (348520);Médico Hospitalar;Grande;48;52;97,37;93,07;90,68;86,36;81,63;80,90;80,60;85,14;80,00;82,28;83,13;86,14;201612;22/01/2017 02:12:18
MEDISERVICE OPERADORA DE PLANOS DE SAÚDE S.A. (333689);Médico Hospitalar;Grande;64;45;93,33;94,23;93,10;95,52;92,65;89,55;83,93;86,27;86,36;94,44;93,33;87,88;201612;22/01/2017 02:12:18
MEDPLAN ASSISTÊNCIA MEDICA LTDA. (337510);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;80,00;75,00;75,00;100,00;100,00;100,00;100,00;201612;22/01/2017 02:12:18
MED-TOUR ADMINISTRADORA DE BENEFÍCIOS E EMPREENDIMENTOS LTDA. (328537);Médico Hospitalar;Médio;163;134;95,65;96,43;94,44;100,00;100,00;100,00;100,00;100,00;94,12;88,89;85,71;93,33;201612;22/01/2017 02:12:18
MEMORIAL SAUDE LTDA (373010);Médico Hospitalar;Grande;1;1;100,00;100,00;100,00;100,00;100,00;100,00;92,86;95,00;95,00;100,00;100,00;100,00;201612;22/01/2017 02:12:18
METRUS INSTITUTO DE SEGURIDADE SOCIAL (380661);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;50,00;0,00;50,00;201612;22/01/2017 02:12:18
MH VIDA - OPERADORA DE PLANOS DE SAÚDE - EIRELI (412015);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;100,00;;;;;;;;201612;22/01/2017 02:12:18
MINERAÇÃO CARAÍBA S/A (416703);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
MULTI SAÚDE ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA (402851);Médico Hospitalar;Pequeno;1;1;100,00;100,00;91,67;93,33;90,91;100,00;100,00;100,00;100,00;100,00;;;201612;22/01/2017 02:12:18
MULTICLINICA SERVICOS DE SAUDE LTDA (354554);Médico Hospitalar;Pequeno;;;;;;;;;;;100,00;100,00;100,00;;201612;22/01/2017 02:12:18
MÚTUA DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO (418650);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;0,00;201612;22/01/2017 02:12:18
NOSAMED ASSISTÊNCIA MÉDICA LTDA. (305928);Médico Hospitalar;Pequeno;125;132;0,00;0,00;0,00;;;;;;;;;;201612;22/01/2017 02:12:18
NOSSA SAÚDE - OPERADORA PLANOS PRIVADOS DE ASSISTÊNCIA  À SAÚDE LTDA. (372609);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;88,89;83,33;78,57;81,82;75,00;66,67;50,00;75,00;90,91;201612;22/01/2017 02:12:18
NOTRE DAME INTERMÉDICA SAÚDE S.A. (359017);Médico Hospitalar;Grande;39;31;98,28;95,99;94,83;93,52;94,37;93,83;94,63;92,12;91,68;89,22;90,63;88,62;201612;22/01/2017 02:12:18
NUCLEBRÁS EQUIPAMENTOS PESADOS S/A - NUCLEP (352888);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S/S LTDA (416738);Médico Hospitalar;Pequeno;;;;;;0,00;0,00;0,00;;;;;;;201612;22/01/2017 02:12:18
OMINT SERVIÇOS DE SAÚDE LTDA. (359661);Médico Hospitalar;Grande;71;73;88,89;71,43;75,00;83,33;100,00;100,00;100,00;100,00;100,00;91,67;85,71;83,33;201612;22/01/2017 02:12:18
ÔNIX OPERADORA DE PLANOS DE SAÚDE LTDA (407534);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;100,00;100,00;50,00;0,00;0,00;0,00;;100,00;50,00;201612;22/01/2017 02:12:18
OPERADORA DE PLANOS DE SAÚDE SERRA IMPERIAL LTDA. (409235);Médico Hospitalar;Pequeno;;132;;0,00;33,33;33,33;50,00;;;;;;;;201612;22/01/2017 02:12:18
OPERADORA DE PLANOS PRIVADOS DE ASSISTENCIA A SAUDE CONSAUDE S/S LTDA (350729);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;;;0,00;0,00;0,00;;50,00;201612;22/01/2017 02:12:18
OPERADORA UNICENTRAL DE PLANOS DE SAÚDE LTDA. (318477);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;66,67;50,00;66,67;100,00;100,00;100,00;201612;22/01/2017 02:12:18
OPERADORA UNIESTE DE PLANOS DE SAÚDE LTDA (354511);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;87,50;90,00;85,71;100,00;50,00;85,71;201612;22/01/2017 02:12:18
OPLAN SAÚDE OPERADORA DE PLANO DE SAÚDE LTDA (418226);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
ORALCLASS ASSISTENCIA MÉDICA E ODONTOLOGICA LTDA. (402478);Médico Hospitalar;Pequeno;107;112;88,89;75,00;52,94;38,46;45,45;38,46;58,82;44,44;78,57;76,47;85,71;81,82;201612;22/01/2017 02:12:18
PAME - ASSOCIAÇÃO DE ASSISTÊNCIA PLENA EM SAÚDE (342408);Médico Hospitalar;Médio;1;132;100,00;97,44;92,73;89,47;88,68;91,30;93,18;93,10;94,44;100,00;100,00;95,00;201612;22/01/2017 02:12:18
PARANA ASSISTENCIA MEDICA LTDA (315265);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;66,67;50,00;62,50;77,78;77,78;201612;22/01/2017 02:12:18
PARANÁ CLÍNICAS - PLANOS DE SAÚDE S/A (350141);Médico Hospitalar;Médio;1;175;100,00;85,71;86,67;89,47;100,00;95,00;94,74;90,48;93,33;91,67;100,00;100,00;201612;22/01/2017 02:12:18
PASA - PLANO DE ASSISTENCIA A SAUDE DO APOSENTADO DA VALE (331988);Médico Hospitalar;Médio;185;183;80,00;80,00;93,33;93,33;86,67;84,62;90,00;100,00;100,00;100,00;100,00;100,00;201612;22/01/2017 02:12:18
PETROBRAS DISTRIBUIDORA S.A. (354571);Médico Hospitalar;Pequeno;107;105;88,89;83,33;87,50;100,00;83,33;50,00;40,00;60,00;70,00;87,50;83,33;100,00;201612;22/01/2017 02:12:18
PETRÓLEO BRASILEIRO S.A.-PETROBRAS (366871);Médico Hospitalar;Grande;57;49;95,18;93,24;87,10;87,93;84,21;87,80;85,71;81,25;82,35;80,00;88,24;87,50;201612;22/01/2017 02:12:18
PLADISA PLANOS DE SAÚDE LTDA (419486);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
PLAMED PLANO DE ASSISTENCIA MEDICA LTDA (343463);Médico Hospitalar;Médio;168;146;93,75;94,12;87,50;86,67;85,71;76,92;75,00;71,43;83,33;70,00;81,25;66,67;201612;22/01/2017 02:12:18
PLAMEDH - PLANO DE ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA (413551);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
PLAMER PLANO MEDICO RESENDE LTDA (324299);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
PLAMHEG PLANO DE ASSISTÊNCIA MEDICA E HOSPITALAR DO ESTADO DE GOIAS S/S LTDA (373141);Médico Hospitalar;Pequeno;;;;;;;;;100,00;100,00;100,00;100,00;100,00;100,00;201612;22/01/2017 02:12:18
PLAN MED ASSISTÊNCIA MÉDICA LTDA.-EPP (386898);Médico Hospitalar;Pequeno;;;;;;;;;;0,00;0,00;0,00;;;201612;22/01/2017 02:12:18
PLANO ASSISTENCIAL SÃO LUCAS LTDA (363391);Médico Hospitalar;Pequeno;;;;;;;;;100,00;100,00;100,00;100,00;100,00;;201612;22/01/2017 02:12:18
PLANO DE ASSISTÊNCIA MÉDICA MINEIRA LTDA (382281);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
PLANO DE SAÚDE ANA COSTA LTDA. (360244);Médico Hospitalar;Grande;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;93,33;90,91;87,50;100,00;100,00;201612;22/01/2017 02:12:18
PLANO DE SAUDE ASES LTDA. (411582);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;100,00;100,00;100,00;100,00;;0,00;0,00;50,00;66,67;201612;22/01/2017 02:12:18
PLANO DE SAÚDE DA SANTA CASA DE BRAGANÇA PAULISTA (420166);Médico Hospitalar;Médio;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
PLANO DE SAUDE UNIFENAS (344010);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
PLANO HOSPITAL SAMARITANO LTDA (411256);Médico Hospitalar;Médio;177;163;87,50;88,89;87,50;100,00;100,00;100,00;100,00;100,00;83,33;83,33;71,43;80,00;201612;22/01/2017 02:12:18
PLANO SAÚDE SÃO FRANCISCO LTDA. (358053);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;;;100,00;201612;22/01/2017 02:12:18
PLASAC PLANO DE SAÚDE LTDA (306444);Médico Hospitalar;Pequeno;1;;100,00;;;;;;;;;100,00;100,00;100,00;201612;22/01/2017 02:12:18
PLENA SAÚDE LTDA (348830);Médico Hospitalar;Médio;183;180;84,62;83,33;84,62;92,86;93,33;91,67;100,00;100,00;100,00;100,00;100,00;100,00;201612;22/01/2017 02:12:18
POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA (351270);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;;;;;;;;;201612;22/01/2017 02:12:18
POLICLIN SAÚDE S/A. (415693);Médico Hospitalar;Médio;1;163;100,00;88,89;88,89;90,91;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201612;22/01/2017 02:12:18
POLICON ASSISTENCIA MÉDICA LTDA - EPP (412228);Médico Hospitalar;Pequeno;;;;;;100,00;100,00;100,00;100,00;100,00;100,00;;;;201612;22/01/2017 02:12:18
POLIMÉDICA SAÚDE SOCIEDADE SIMPLES LTDA (316903);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
POLYMED - POLYCLÍNICA MÉDICA E OPERADORA DE PLANOS DE SAÚDE S/S LTDA (332291);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
PORTO ALEGRE CLÍNICAS LTDA. (346870);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;100,00;201612;22/01/2017 02:12:18
PORTO DIAS SAUDE LTDA. (415081);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
PORTO SEGURO - SEGURO SAÚDE S/A (000582);Médico Hospitalar;Grande;59;46;94,74;94,12;93,75;94,64;96,72;100,00;95,56;88,64;84,78;88,64;92,50;91,49;201612;22/01/2017 02:12:18
PORTOMED - PORTO SEGURO SERVIÇOS DE SAUDE LTDA (417491);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;87,50;75,00;0,00;100,00;87,50;87,50;87,50;100,00;90,91;201612;22/01/2017 02:12:18
POSTAL SAÚDE CAIXA DE ASSISTÊNCIA E SAÚDE DOS EMPREGADOS DOS CORREIOS (419133);Médico Hospitalar;Grande;56;53;95,42;93,04;90,86;89,09;90,45;90,91;93,88;88,36;86,57;86,82;93,08;95,24;201612;22/01/2017 02:12:18
PREMIUM SAÚDE EIRELI - ME (417823);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;75,00;75,00;60,00;66,67;50,00;100,00;;;201612;22/01/2017 02:12:18
PREV SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA MÉDICA PRIVADA (414948);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
PREVENT SENIOR CORPORATE OPERADORA DE SAÚDE LTDA. (413267);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;;;;;;;;;201612;22/01/2017 02:12:18
PREVENT SENIOR PRIVATE OPERADORA DE SAÚDE LTDA (302147);Médico Hospitalar;Grande;33;21;99,10;98,56;98,23;97,47;98,13;95,08;95,41;92,93;94,85;93,98;95,65;98,36;201612;22/01/2017 02:12:18
PRO SALUTE SERVIÇOS PARA A SAÚDE LTDA. (369373);Médico Hospitalar;Médio;;1;;100,00;100,00;66,67;50,00;50,00;;;0,00;0,00;66,67;66,67;201612;22/01/2017 02:12:18
PROASA - PROGRAMA ADVENTISTA DE  SAÚDE (310522);Médico Hospitalar;Pequeno;;;;;;;100,00;100,00;100,00;100,00;100,00;100,00;;;201612;22/01/2017 02:12:18
PROMED ASSISTENCIA MEDICA LTDA (348805);Médico Hospitalar;Médio;1;153;100,00;91,89;88,37;86,00;86,05;80,65;80,00;79,49;83,33;82,50;87,10;82,50;201612;22/01/2017 02:12:18
PROMED ASSISTÊNCIA MÉDICA LTDA (410632);Médico Hospitalar;Médio;1;154;100,00;91,67;92,86;90,91;100,00;85,71;66,67;77,78;85,71;100,00;100,00;100,00;201612;22/01/2017 02:12:18
PROMÉDICA - PROTEÇÃO MEDICA A EMPRESAS S.A. (326861);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;94,12;87,50;77,27;72,22;76,47;90,48;201612;22/01/2017 02:12:18
PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A (305626);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;100,00;100,00;;;201612;22/01/2017 02:12:18
PRONTOMED ASSISTÊNCIA MEDICA LTDA. - EM LIQUIDAÇÃO EXTRAJUDICIAL (403849);Médico Hospitalar;Pequeno;125;132;0,00;0,00;0,00;14,29;25,00;30,00;25,00;12,50;0,00;0,00;33,33;100,00;201612;22/01/2017 02:12:18
PRONTOMED NOVO HAMBURGO LTDA. (302490);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
PRONTOMED PLANOS DE SAÚDE LTDA (301728);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;;;;;;;;100,00;100,00;201612;22/01/2017 02:12:18
PRONTOMEDICO PLANO DE ASSISTENCIA MEDICA LTDA (362182);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
PULMONAR CLINICA DE PNEUMOLOGIA E CIRURG TORACICA LTDA. (403369);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201612;22/01/2017 02:12:18
