Razão Social (Registro ANS);Cobertura;Porte;Classificação no Mês;Classificação no Mês Anterior;dez/15;nov/15;out/15;set/15;ago/15;jul/15;jun/15;mai/15;abr/15;mar/15;fev/15;jan/15;Competência;Data de atualização
FUNDAÇÃO SÃO FRANCISCO XAVIER (339954);Médico Hospitalar;Grande;1;63;100,00;90,48;82,61;82,61;91,67;100,00;100,00;100,00;100,00;100,00;100,00;93,33;201512;22/01/2016 16:40:35
FUNDAÇÃO SAÚDE ITAÚ (312126);Médico Hospitalar;Grande;1;44;100,00;94,12;85,71;76,47;78,95;80,43;88,89;81,58;78,79;75,00;91,67;93,33;201512;22/01/2016 16:40:35
FUNDAÇÃO WALDEMAR BARNSLEY PESSOA (319147);Médico Hospitalar;Médio;1;174;100,00;81,25;80,00;78,57;100,00;100,00;100,00;100,00;100,00;80,00;50,00;0,00;201512;22/01/2016 16:40:35
FUNDO DE ASSISTÊNCIA À SAÚDE DOS FUNCIONÁRIOS DO BEC (414689);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
FUNDO DE ASSISTÊNCIA MÉDICO-HOSPITALAR DO MINISTÉRIO PÚBLICO (418129);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
FUPRESA S/A (340065);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
G & M ASSESSORIA MEDICA EMPRESARIAL LTDA - EPP (409286);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
GAMA SAUDE LTDA. (407011);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;83,33;85,71;85,71;100,00;50,00;0,00;50,00;100,00;85,71;201512;22/01/2016 16:40:35
GAMEC - GRUPO DE ASSISTÊNCIA MEDICA EMPRESARIAL DO CEARÁ LTDA. (347591);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
GARANTIA DE SAÚDE LTDA (343064);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;50,00;33,33;0,00;201512;22/01/2016 16:40:35
GEAP AUTOGESTÃO EM SAÚDE (323080);Médico Hospitalar;Grande;39;34;97,88;95,67;93,07;91,73;91,90;91,38;92,02;91,94;92,55;91,75;90,16;91,60;201512;22/01/2016 16:40:35
GKN DO BRASIL LTDA (416819);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
GOOD LIFE SAUDE LTDA (305995);Médico Hospitalar;Médio;189;204;75,00;60,00;50,00;66,67;100,00;83,33;75,00;73,68;66,67;63,16;50,00;71,43;201512;22/01/2016 16:40:35
GRANJAS QUATRO IRMÃOS AGROPECUÁRIA E COMÉRCIO S/A (404152);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
GREEN LIFE SAÚDE ASSISTÊNCIA MÉDICA LTDA. (410471);Médico Hospitalar;Pequeno;107;126;33,33;0,00;5,00;11,11;9,68;8,70;0,00;0,00;0,00;11,11;11,11;5,88;201512;22/01/2016 16:40:35
GREEN LINE SISTEMA DE SAÚDE S.A (325074);Médico Hospitalar;Grande;34;19;98,61;97,70;95,70;94,34;95,28;95,29;96,59;95,33;95,61;94,59;95,37;94,17;201512;22/01/2016 16:40:35
GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA (309222);Médico Hospitalar;Grande;1;17;100,00;98,15;98,11;98,29;98,51;98,31;97,96;98,75;96,47;95,96;94,62;94,07;201512;22/01/2016 16:40:35
GS PLANO GLOBAL DE SAÚDE LTDA (413160);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;;;100,00;100,00;100,00;;;;;201512;22/01/2016 16:40:35
HAPVIDA ASSISTENCIA MEDICA LTDA (368253);Médico Hospitalar;Grande;42;43;97,65;94,19;90,46;88,97;89,84;91,83;92,12;91,53;91,09;91,62;90,57;88,66;201512;22/01/2016 16:40:35
H.B. SAÚDE S/A. (350249);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;87,50;50,00;62,50;66,67;80,00;75,00;83,33;83,33;100,00;201512;22/01/2016 16:40:35
HBC SAÚDE LTDA. (414352);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
HC SAÚDE LTDA. (335851);Médico Hospitalar;Pequeno;;;;;;;100,00;100,00;100,00;;;;;;201512;22/01/2016 16:40:35
HOSPITAIS E CLÍNICAS DO PIAUÍ S/S LTDA (416398);Médico Hospitalar;Médio;;;;;;100,00;100,00;100,00;;;0,00;0,00;0,00;;201512;22/01/2016 16:40:35
HOSPITAL CÉSAR LEITE (314706);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
HOSPITAL DE CARIDADE DE VARGEM GRANDE DO SUL (363111);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
HOSPITAL DE CATAGUASES (400319);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
HOSPITAL DE PRONTOCLINICA LTDA. (341941);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
HOSPITAL MARECHAL CÂNDIDO RONDON LTDA (392391);Médico Hospitalar;Pequeno;;;;;;;100,00;100,00;100,00;;;;;;201512;22/01/2016 16:40:35
HOSPITAL NOSSA SENHORA DAS GRAÇAS LTDA. (309401);Médico Hospitalar;Pequeno;;;;;;0,00;0,00;0,00;0,00;;;;;;201512;22/01/2016 16:40:35
HOSPITAL PADRE JÚLIO MARIA (406457);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
HOSPITAL REGIONAL DE FRANCA S/A (309338);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;;;;;;;201512;22/01/2016 16:40:35
HOSPITAL S.P. LTDA. (363189);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
HUMANA ASSISTENCIA MEDICA LTDA (357511);Médico Hospitalar;Médio;;;;;0,00;50,00;66,67;100,00;100,00;66,67;50,00;66,67;100,00;100,00;201512;22/01/2016 16:40:35
INDUSTRIAS NUCLEARES DO BRASIL S/A - INB (329282);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
INSOLVÊNCIA CIVIL DE INSTITUTO DE ASSISTÊNCIA À SAÚDE DOS SERVIDORES PÚBLICOS MUNICIPAIS (416924);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
INSTITUIÇÃO BENEFICENTE CEL MASSOT - IBCM (419427);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
INSTITUTO CURITIBA DE SAÚDE (419010);Médico Hospitalar;Médio;1;197;100,00;66,67;75,00;75,00;100,00;100,00;100,00;100,00;;;;;201512;22/01/2016 16:40:35
INSTITUTO PORTUGUÊS BRASILEIRO DE ASSISTÊNCIA (408531);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA (312282);Médico Hospitalar;Pequeno;;;;;;100,00;100,00;100,00;;;;;;;201512;22/01/2016 16:40:35
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE ARARAS (322920);Médico Hospitalar;Pequeno;;;;;;;100,00;100,00;100,00;;;100,00;100,00;100,00;201512;22/01/2016 16:40:35
IRMANDADE DA SANTA CASA DE MISERICORDIA DE BIRIGUI (314102);Médico Hospitalar;Pequeno;;;;;;;;;;;0,00;0,00;0,00;;201512;22/01/2016 16:40:35
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE LEME (335762);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;100,00;100,00;100,00;;;;;0,00;201512;22/01/2016 16:40:35
IRMANDADE DA SANTA CASA DE MISERICORDIA DE LIMEIRA (319422);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;100,00;;201512;22/01/2016 16:40:35
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE MAUÁ (403920);Médico Hospitalar;Médio;184;167;83,33;83,33;83,33;100,00;100,00;92,31;58,82;28,57;17,65;7,69;0,00;9,09;201512;22/01/2016 16:40:35
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE MOCOCA (308005);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PASSOS (333875);Médico Hospitalar;Pequeno;;126;;0,00;0,00;0,00;;;;100,00;100,00;100,00;;;201512;22/01/2016 16:40:35
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRACICABA (354562);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;50,00;50,00;0,00;100,00;100,00;100,00;;100,00;201512;22/01/2016 16:40:35
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE RIO CLARO (347655);Médico Hospitalar;Médio;;;;;;;;;;;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE SANTA RITA PASSA QUATRO (363511);Médico Hospitalar;Pequeno;;;;;0,00;0,00;0,00;;;0,00;0,00;0,00;;;201512;22/01/2016 16:40:35
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE SÃO JOSÉ DO RIO PRETO (339539);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE SÃO ROQUE (401137);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
IRMANDADE DA SANTA CASA DE MISERICORDIA DE VALINHOS (410365);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;;;;;;100,00;100,00;201512;22/01/2016 16:40:35
IRMANDADE DA SANTA CASA DE MISERICORDIA DE VITORIA (378038);Médico Hospitalar;Pequeno;1;1;100,00;100,00;80,00;66,67;50,00;66,67;66,67;66,67;;100,00;33,33;33,33;201512;22/01/2016 16:40:35
IRMANDADE DA SANTA CASA DE MISERICÓRDIA E MATERNIDADE DONA ZILDA SALVAGNI (321320);Médico Hospitalar;Pequeno;;;;;;;;;;100,00;100,00;100,00;;;201512;22/01/2016 16:40:35
IRMANDADE DE MISERICORDIA DE PORTO FERREIRA (329355);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
IRMANDADE DE MISERICÓRDIA DO HOSPITAL DA SANTA CASA DE MONTE ALTO (333808);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
IRMANDADE DO HOSPITAL DE NOSSA SENHORA DAS DORES (321095);Médico Hospitalar;Pequeno;;;;;;;;;100,00;100,00;100,00;;;;201512;22/01/2016 16:40:35
IRMANDADE DO SENHOR BOM JESUS DOS PASSOS DA STA CASA DE MISERICORDIA DE BRAGANÇA PAULISTA (323977);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;;;;201512;22/01/2016 16:40:35
IRMANDADE NOSSA SENHORA DAS MERCES DE MONTES CLAROS (363685);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;75,00;50,00;0,00;0,00;0,00;50,00;201512;22/01/2016 16:40:35
IRMANDADE SANTA CASA DE MISERICÓRDIA DE ITAPEVA (345741);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
IRMANDADE SANTA CASA DE MISERICÓRDIA DE MARINGÁ (336831);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;50,00;0,00;50,00;75,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
ITAGUAÍ SAÚDE LTDA. (416711);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;;;;;;0,00;0,00;0,00;201512;22/01/2016 16:40:35
ITAIPU BINACIONAL (366234);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
ITAUSEG SAÚDE S.A. (000884);Médico Hospitalar;Pequeno;95;102;85,71;85,71;42,86;69,23;68,75;86,67;90,91;100,00;88,89;85,71;60,00;80,00;201512;22/01/2016 16:40:35
JARDIM AMÉRICA SAÚDE LTDA. (414450);Médico Hospitalar;Médio;158;167;95,24;83,33;79,17;81,82;88,57;90,91;96,43;86,96;76,19;74,07;75,86;84,62;201512;22/01/2016 16:40:35
JOAQUIM OLIVEIRA S/A PARTICIPAÇÕES (341371);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA. (364592);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
LÍDER COMÉRCIO E INDÚSTRIA LTDA. (412490);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
LIFE EMPRESARIAL SAÚDE LTDA. (414492);Médico Hospitalar;Médio;178;175;85,71;80,00;66,67;100,00;66,67;83,33;88,89;100,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
LIFEDAY PLANOS DE SAÚDE LTDA. (309699);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
LIV LINHAS INTELIGENTES DE ATENÇÃO À VIDA S/A (379280);Médico Hospitalar;Pequeno;;;;;0,00;0,00;0,00;;;;;;;;201512;22/01/2016 16:40:35
LOG & PRINT GRÁFICA E LOGISTICA S/A (409049);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
MAPFRE SAÚDE LTDA (418951);Médico Hospitalar;Pequeno;;;;;;;100,00;100,00;100,00;;;;;;201512;22/01/2016 16:40:35
MASSA FALIDA DE ADMINISTRADORA BRASILEIRA DE ASSISTÊNCIA MEDICA LTDA (413305);Médico Hospitalar;Médio;203;211;10,40;23,14;34,66;52,93;50,79;44,63;33,33;27,06;27,14;27,51;28,67;34,48;201512;22/01/2016 16:40:35
MASSA FALIDA DE CONMED SÃO LUIS - CONVÊNIOS MÉDICOS DE SAÚDE SUPLEMENTAR LTDA (417483);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
MASSA FALIDA DE MINAS CENTER MED LTDA  (411086);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
MASSA FALIDA DE SAÚDE QUALITY LTDA. (367729);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;;100,00;100,00;100,00;;;;100,00;100,00;201512;22/01/2016 16:40:35
MATÃO CLINICAS & AMHMA SAÚDE LTDA (416495);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;;;;;;;;;201512;22/01/2016 16:40:35
MATERMED ASSISTÊNCIA MÉDICA - EIRELI (335801);Médico Hospitalar;Pequeno;;;;;;;100,00;100,00;50,00;0,00;0,00;;;;201512;22/01/2016 16:40:35
MEDICAL BRASIL ASSISTÊNCIA MÉDICA LTDA (419320);Médico Hospitalar;Pequeno;1;;100,00;;;;0,00;0,00;;;;;;;201512;22/01/2016 16:40:35
MEDICAL MEDICINA COOPERATIVA ASSISTENCIAL DE LIMEIRA (360767);Médico Hospitalar;Médio;;;;;100,00;100,00;100,00;0,00;0,00;0,00;;;;100,00;201512;22/01/2016 16:40:35
MEDIPLAN ASSISTENCIAL LTDA (368849);Médico Hospitalar;Médio;1;1;100,00;100,00;88,89;80,00;70,00;57,14;60,00;85,71;100,00;100,00;100,00;88,89;201512;22/01/2016 16:40:35
MEDISANITAS BRASIL ASSISTÊNCIA INTEGRAL À SAÚDE S/A. (348520);Médico Hospitalar;Médio;154;135;97,98;94,40;91,38;91,67;91,92;93,58;91,94;92,36;92,15;91,57;93,60;93,68;201512;22/01/2016 16:40:35
MEDISERVICE OPERADORA DE PLANOS DE SAÚDE S.A. (333689);Médico Hospitalar;Grande;56;75;96,15;85,00;83,33;85,11;88,10;86,84;85,29;82,76;76,92;81,48;87,50;91,43;201512;22/01/2016 16:40:35
MEDISUL ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA. (349127);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
MEDPLAN ASSISTÊNCIA MEDICA LTDA. (337510);Médico Hospitalar;Médio;1;1;100,00;100,00;83,33;66,67;75,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
MEDPORTO ASSISTÊNCIA MÉDICA LTDA. (352055);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
MED-TOUR ADMINISTRADORA DE BENEFÍCIOS E EMPREENDIMENTOS LTDA. (328537);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;90,00;91,67;88,89;100,00;100,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
MEMORIAL SAUDE LTDA (373010);Médico Hospitalar;Grande;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
METRUS INSTITUTO DE SEGURIDADE SOCIAL (380661);Médico Hospitalar;Médio;199;197;50,00;66,67;50,00;100,00;100,00;100,00;100,00;100,00;75,00;80,00;80,00;100,00;201512;22/01/2016 16:40:35
MH VIDA - OPERADORA DE PLANOS DE SAÚDE - EIRELI (412015);Médico Hospitalar;Pequeno;;;;;;100,00;100,00;100,00;100,00;66,67;50,00;0,00;;;201512;22/01/2016 16:40:35
MINERAÇÃO CARAÍBA S/A (416703);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
MULTI SAÚDE ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA (402851);Médico Hospitalar;Pequeno;;1;;100,00;100,00;60,00;50,00;33,33;100,00;100,00;100,00;100,00;75,00;66,67;201512;22/01/2016 16:40:35
MULTICLINICA SERVICOS DE SAUDE LTDA (354554);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
MÚTUA DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO (418650);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
NOSAMED ASSISTÊNCIA MÉDICA LTDA. (305928);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
NOSSA SAÚDE - OPERADORA PLANOS PRIVADOS DE ASSISTÊNCIA  À SAÚDE LTDA. (372609);Médico Hospitalar;Médio;164;145;91,67;90,00;90,91;100,00;100,00;100,00;100,00;100,00;100,00;90,91;88,89;81,25;201512;22/01/2016 16:40:35
NOTRE DAME INTERMÉDICA SAÚDE S.A. (359017);Médico Hospitalar;Grande;50;39;97,10;94,96;91,12;90,51;92,22;93,28;94,42;92,34;92,39;92,51;93,96;94,85;201512;22/01/2016 16:40:35
NUCLEBRÁS EQUIPAMENTOS PESADOS S/A - NUCLEP (352888);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;;;;;;;;;201512;22/01/2016 16:40:35
OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S/S LTDA (416738);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
OMINT SERVIÇOS DE SAÚDE LTDA. (359661);Médico Hospitalar;Grande;76;70;86,67;86,96;80,00;86,96;82,35;87,50;81,82;76,92;70,00;75,00;100,00;100,00;201512;22/01/2016 16:40:35
ÔNIX OPERADORA DE PLANOS DE SAÚDE LTDA (407534);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
OPERADORA DE PLANOS DE SAÚDE SERRA IMPERIAL LTDA. (409235);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;50,00;50,00;0,00;0,00;0,00;0,00;100,00;201512;22/01/2016 16:40:35
OPERADORA DE PLANOS PRIVADOS DE ASSISTENCIA A SAUDE CONSAUDE S/S LTDA (350729);Médico Hospitalar;Pequeno;102;113;66,67;66,67;100,00;;100,00;100,00;100,00;;;;;;201512;22/01/2016 16:40:35
OPERADORA UNICENTRAL DE PLANOS DE SAÚDE LTDA. (318477);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;80,00;75,00;33,33;66,67;50,00;50,00;50,00;201512;22/01/2016 16:40:35
OPERADORA UNIESTE DE PLANOS DE SAÚDE LTDA (354511);Médico Hospitalar;Pequeno;1;99;100,00;91,67;80,00;81,82;91,67;100,00;91,67;90,00;88,89;87,50;71,43;66,67;201512;22/01/2016 16:40:35
OPLAN SAÚDE OPERADORA DE PLANO DE SAÚDE LTDA (418226);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
ORALCLASS ASSISTENCIA MÉDICA E ODONTOLOGICA LTDA. (402478);Médico Hospitalar;Pequeno;1;112;100,00;69,23;76,47;71,43;100,00;100,00;100,00;100,00;80,00;50,00;60,00;71,43;201512;22/01/2016 16:40:35
PAME - ASSOCIAÇÃO DE ASSISTÊNCIA PLENA EM SAÚDE (342408);Médico Hospitalar;Pequeno;1;96;100,00;95,24;91,67;90,00;90,00;94,12;90,00;95,00;87,50;91,67;84,62;92,86;201512;22/01/2016 16:40:35
PARANA ASSISTENCIA MEDICA LTDA (315265);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
PARANÁ CLÍNICAS - PLANOS DE SAÚDE S/A (350141);Médico Hospitalar;Médio;1;1;100,00;100,00;93,33;87,50;90,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
PASA - PLANO DE ASSISTENCIA A SAUDE DO APOSENTADO DA VALE (331988);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;80,00;75,00;201512;22/01/2016 16:40:35
PETROBRAS DISTRIBUIDORA S.A. (354571);Médico Hospitalar;Pequeno;1;1;100,00;100,00;50,00;66,67;75,00;66,67;71,43;66,67;80,00;75,00;75,00;100,00;201512;22/01/2016 16:40:35
PETRÓLEO BRASILEIRO S.A.-PETROBRAS (366871);Médico Hospitalar;Grande;1;42;100,00;94,20;85,32;81,82;77,21;79,44;80,00;82,61;81,25;80,95;85,00;80,95;201512;22/01/2016 16:40:35
PLADISA PLANOS DE SAÚDE LTDA (419486);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
PLAMED PLANO DE ASSISTENCIA MEDICA LTDA (343463);Médico Hospitalar;Médio;177;190;86,67;71,43;76,92;72,73;71,43;72,73;85,71;92,31;100,00;100,00;66,67;75,00;201512;22/01/2016 16:40:35
PLAMEDH - PLANO DE ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA (413551);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;;;;;;;;201512;22/01/2016 16:40:35
PLAMER PLANO MEDICO RESENDE LTDA (324299);Médico Hospitalar;Pequeno;;;;;;100,00;100,00;100,00;;;100,00;100,00;100,00;;201512;22/01/2016 16:40:35
PLAMHEG PLANO DE ASSISTÊNCIA MEDICA E HOSPITALAR DO ESTADO DE GOIAS S/S LTDA (373141);Médico Hospitalar;Pequeno;1;106;100,00;80,00;66,67;75,00;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
PLAN MED ASSISTÊNCIA MÉDICA LTDA.-EPP (386898);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;100,00;100,00;100,00;;0,00;0,00;0,00;0,00;201512;22/01/2016 16:40:35
PLANO ASSISTENCIAL SÃO LUCAS LTDA (363391);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;;;;100,00;100,00;100,00;;;201512;22/01/2016 16:40:35
PLANO DE ASSISTÊNCIA MÉDICA MINEIRA LTDA (382281);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
PLANO DE AUTOGESTÃO EM SAÚDE DOS SERVIDORES DO PODER JUDICIÁRIO (406201);Médico Hospitalar;Pequeno;93;98;90,91;92,31;66,67;62,50;60,00;66,67;50,00;28,57;50,00;54,55;50,00;45,45;201512;22/01/2016 16:40:35
PLANO DE SAÚDE ANA COSTA LTDA. (360244);Médico Hospitalar;Grande;1;1;100,00;100,00;100,00;100,00;94,74;90,91;85,00;89,47;92,31;100,00;94,12;89,47;201512;22/01/2016 16:40:35
PLANO DE SAUDE ASES LTDA. (411582);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201512;22/01/2016 16:40:35
PLANO DE SAUDE UNIFENAS (344010);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
PLANO HOSPITAL SAMARITANO LTDA (411256);Médico Hospitalar;Médio;1;190;100,00;71,43;66,67;66,67;80,00;80,00;66,67;75,00;75,00;83,33;85,71;62,50;201512;22/01/2016 16:40:35
PLANO SAÚDE SÃO FRANCISCO LTDA. (358053);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;;;;;;;;;0,00;201512;22/01/2016 16:40:35
PLASAC PLANO DE SAÚDE LTDA (306444);Médico Hospitalar;Pequeno;;1;;100,00;100,00;33,33;0,00;0,00;0,00;100,00;100,00;100,00;;;201512;22/01/2016 16:40:35
PLENA SAÚDE LTDA (348830);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;90,00;85,71;88,89;100,00;100,00;81,82;80,00;64,29;72,73;201512;22/01/2016 16:40:35
POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA (351270);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
POLICLIN SAÚDE S/A. (415693);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;88,89;80,00;85,71;100,00;100,00;100,00;201512;22/01/2016 16:40:35
POLICLÍNICA GRAMACHO LTDA - EPP (408581);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
POLICON ASSISTENCIA MÉDICA LTDA - EPP (412228);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;100,00;100,00;100,00;;;;;201512;22/01/2016 16:40:35
POLIMÉDICA SAÚDE SOCIEDADE SIMPLES LTDA (316903);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;;;0,00;0,00;0,00;;;201512;22/01/2016 16:40:35
POLYMED - POLYCLÍNICA MÉDICA E OPERADORA DE PLANOS DE SAÚDE S/S LTDA (332291);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
PONTUAL SAÚDE ASSISTÊNCIA MÉDICA LTDA (413411);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201512;22/01/2016 16:40:35
PORTO ALEGRE CLÍNICAS LTDA. (346870);Médico Hospitalar;Médio;195;183;66,67;75,00;66,67;100,00;100,00;100,00;75,00;80,00;85,71;100,00;100,00;100,00;201512;22/01/2016 16:40:35
