Razão Social (Registro ANS);Cobertura;Porte;Classificação no Mês;Classificação no Mês Anterior;dez/17;nov/17;out/17;set/17;ago/17;jul/17;jun/17;mai/17;abr/17;mar/17;fev/17;jan/17;Competência;Data de atualização
GRANJAS QUATRO IRMÃOS AGROPECUÁRIA E COMÉRCIO S/A (404152);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
GREEN LIFE PLUS PLANOS MÉDICOS LTDA - EPP (420204);Médico Hospitalar;Pequeno;132;149;50,00;11,11;0,00;5,56;14,29;35,29;50,00;47,06;36,36;16,67;0,00;;201712;05/02/2018 11:09:28
GREEN LINE SISTEMA DE SAÚDE S.A (325074);Médico Hospitalar;Grande;46;45;92,55;91,01;89,02;90,34;90,77;91,34;91,97;93,55;92,86;91,52;90,97;93,71;201712;05/02/2018 11:09:28
GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA (309222);Médico Hospitalar;Grande;52;57;91,89;88,98;90,12;93,26;92,75;92,95;91,94;97,65;97,18;97,01;92,19;88,89;201712;05/02/2018 11:09:28
GS PLANO GLOBAL DE SAÚDE LTDA (413160);Médico Hospitalar;Pequeno;1;1;100,00;100,00;80,00;83,33;62,50;57,14;33,33;25,00;0,00;50,00;100,00;100,00;201712;05/02/2018 11:09:28
HALSA OPERADORA DE MEDICINA DE GRUPO LTDA (419834);Médico Hospitalar;Pequeno;132;131;50,00;66,67;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;;201712;05/02/2018 11:09:28
HAPVIDA ASSISTENCIA MEDICA LTDA (368253);Médico Hospitalar;Grande;50;47;92,04;90,92;90,98;92,52;92,78;92,49;91,43;89,60;89,91;91,38;93,49;93,39;201712;05/02/2018 11:09:28
H.B. SAÚDE S/A. (350249);Médico Hospitalar;Grande;76;54;66,67;90,00;100,00;90,91;87,50;80,00;80,00;50,00;66,67;81,82;100,00;87,50;201712;05/02/2018 11:09:28
HBC SAÚDE LTDA. (414352);Médico Hospitalar;Médio;1;165;100,00;80,00;50,00;66,67;100,00;100,00;100,00;88,89;80,00;83,33;100,00;100,00;201712;05/02/2018 11:09:28
HC SAÚDE LTDA. (335851);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;;;0,00;0,00;0,00;0,00;0,00;201712;05/02/2018 11:09:28
HOSPITAIS E CLÍNICAS DO PIAUÍ S/S LTDA (416398);Médico Hospitalar;Médio;1;;100,00;;100,00;100,00;100,00;;;;;;100,00;100,00;201712;05/02/2018 11:09:28
HOSPITAL BOM SAMARITANO S/S LTDA (419362);Médico Hospitalar;Pequeno;124;138;66,67;62,50;72,73;75,00;100,00;0,00;0,00;0,00;;;;;201712;05/02/2018 11:09:28
HOSPITAL CÉSAR LEITE (314706);Médico Hospitalar;Pequeno;142;;0,00;;;;;;;;;;;;201712;05/02/2018 11:09:28
HOSPITAL DE CARIDADE DE VARGEM GRANDE DO SUL (363111);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
HOSPITAL DE CATAGUASES (400319);Médico Hospitalar;Pequeno;1;;100,00;;;;;;;;;;;;201712;05/02/2018 11:09:28
HOSPITAL DE PRONTOCLINICA LTDA. (341941);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
HOSPITAL MARECHAL CÂNDIDO RONDON LTDA (392391);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
HOSPITAL NOSSA SENHORA DAS GRAÇAS LTDA. (309401);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
HOSPITAL PADRE JÚLIO MARIA (406457);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
HOSPITAL REGIONAL DE FRANCA S/A (309338);Médico Hospitalar;Médio;;;;;;;100,00;100,00;100,00;100,00;100,00;;;;201712;05/02/2018 11:09:28
HOSPITAL S.P. LTDA. (363189);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
HUMANA ASSISTENCIA MEDICA LTDA (357511);Médico Hospitalar;Médio;199;205;50,00;45,45;33,33;0,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
IDEAL SAÚDE ASSISTÊNCIA MÉDICA AMBULATORIAL LTDA (420751);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
INDUSTRIAS NUCLEARES DO BRASIL S/A - INB (329282);Médico Hospitalar;Pequeno;142;150;0,00;0,00;;;;;;;;;;;201712;05/02/2018 11:09:28
INSTITUIÇÃO BENEFICENTE CEL MASSOT - IBCM (419427);Médico Hospitalar;Médio;;198;;50,00;50,00;50,00;;;100,00;100,00;100,00;50,00;50,00;33,33;201712;05/02/2018 11:09:28
INSTITUTO CURITIBA DE SAÚDE (419010);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;88,89;85,71;75,00;;100,00;100,00;100,00;201712;05/02/2018 11:09:28
INTERCLÍNICAS DO BRASIL ASSISTENCIA MÉDICA LTDA (420841);Médico Hospitalar;Pequeno;142;150;0,00;0,00;;;;;;;;;;;201712;05/02/2018 11:09:28
INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA (312282);Médico Hospitalar;Pequeno;;;;;;;;;;;;100,00;100,00;100,00;201712;05/02/2018 11:09:28
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE ARARAS (322920);Médico Hospitalar;Pequeno;;;;;;;100,00;100,00;100,00;;100,00;100,00;100,00;;201712;05/02/2018 11:09:28
IRMANDADE DA SANTA CASA DE MISERICORDIA DE BIRIGUI (314102);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;;100,00;50,00;50,00;0,00;;;201712;05/02/2018 11:09:28
IRMANDADE DA SANTA CASA DE MISERICORDIA DE LIMEIRA (319422);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;75,00;75,00;66,67;;;100,00;100,00;100,00;;201712;05/02/2018 11:09:28
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE MAUÁ (403920);Médico Hospitalar;Médio;179;119;78,57;92,31;86,67;78,95;78,26;77,27;87,50;84,62;76,92;68,75;75,00;75,00;201712;05/02/2018 11:09:28
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE MOCOCA (308005);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PASSOS (333875);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;;;;;;;;;201712;05/02/2018 11:09:28
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRACICABA (354562);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;;;;;100,00;100,00;201712;05/02/2018 11:09:28
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE RIO CLARO (347655);Médico Hospitalar;Médio;;;;;;0,00;0,00;0,00;;;;;;;201712;05/02/2018 11:09:28
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE SANTA RITA PASSA QUATRO (363511);Médico Hospitalar;Pequeno;;;;;;;;;;;;;100,00;100,00;201712;05/02/2018 11:09:28
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE SÃO JOSÉ DO RIO PRETO (339539);Médico Hospitalar;Pequeno;;;;;;;;;;100,00;100,00;100,00;100,00;50,00;201712;05/02/2018 11:09:28
IRMANDADE DA SANTA CASA DE MISERICÓRDIA E MATERNIDADE DONA ZILDA SALVAGNI (321320);Médico Hospitalar;Pequeno;142;;0,00;;;100,00;100,00;100,00;;;;;;;201712;05/02/2018 11:09:28
IRMANDADE DE MISERICORDIA DE PORTO FERREIRA (329355);Médico Hospitalar;Pequeno;132;142;50,00;50,00;0,00;;;;;;;;;;201712;05/02/2018 11:09:28
IRMANDADE DE MISERICÓRDIA DO HOSPITAL DA SANTA CASA DE MONTE ALTO (333808);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;100,00;100,00;201712;05/02/2018 11:09:28
IRMANDADE NOSSA SENHORA DAS MERCES DE MONTES CLAROS (363685);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
IRMANDADE SANTA CASA DE MISERICÓRDIA DE ITAPEVA (345741);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
IRMANDADE SANTA CASA DE MISERICÓRDIA DE MARINGÁ (336831);Médico Hospitalar;Médio;174;178;80,00;75,00;100,00;100,00;100,00;100,00;80,00;50,00;62,50;60,00;100,00;100,00;201712;05/02/2018 11:09:28
IRMANDADE SANTA ISABEL DE BARRA MANSA (419974);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ITAIPU BINACIONAL (366234);Médico Hospitalar;Pequeno;;150;;0,00;0,00;0,00;;;;;;;;;201712;05/02/2018 11:09:28
ITAUSEG SAÚDE S.A. (000884);Médico Hospitalar;Pequeno;113;110;83,33;90,00;100,00;100,00;100,00;100,00;100,00;100,00;87,50;75,00;80,00;83,33;201712;05/02/2018 11:09:28
JARDIM AMÉRICA SAÚDE LTDA. (414450);Médico Hospitalar;Médio;155;164;88,24;81,25;85,00;86,67;89,66;85,71;90,00;88,89;91,43;93,10;94,74;100,00;201712;05/02/2018 11:09:28
JOAQUIM OLIVEIRA S/A PARTICIPAÇÕES (341371);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA. (364592);Médico Hospitalar;Pequeno;142;148;0,00;33,33;100,00;100,00;100,00;100,00;;0,00;0,00;0,00;33,33;100,00;201712;05/02/2018 11:09:28
LÍDER COMÉRCIO E INDÚSTRIA LTDA. (412490);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
LIFE EMPRESARIAL SAÚDE LTDA. (414492);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
MAPFRE SAÚDE LTDA (418951);Médico Hospitalar;Médio;;;;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
MASSA FALIDA DE SAÚDE QUALITY LTDA. (367729);Médico Hospitalar;Pequeno;;150;;0,00;0,00;0,00;0,00;0,00;0,00;10,00;15,38;9,52;17,65;40,00;201712;05/02/2018 11:09:28
MATÃO CLINICAS & AMHMA SAÚDE LTDA (416495);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
MEDGOLD ASSISTENCIA MEDICA LTDA - ME (419753);Médico Hospitalar;Pequeno;1;119;100,00;80,00;66,67;50,00;;;;100,00;50,00;66,67;50,00;100,00;201712;05/02/2018 11:09:28
MEDICAL BRASIL ASSISTÊNCIA MÉDICA LTDA (419320);Médico Hospitalar;Pequeno;113;130;83,33;70,00;62,50;60,00;100,00;100,00;90,00;75,00;80,00;100,00;100,00;83,33;201712;05/02/2018 11:09:28
MEDICAL MEDICINA COOPERATIVA ASSISTENCIAL DE LIMEIRA (360767);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;100,00;100,00;0,00;201712;05/02/2018 11:09:28
MEDIPLAN ASSISTENCIAL LTDA (368849);Médico Hospitalar;Médio;165;147;83,33;86,67;93,75;100,00;93,33;92,86;81,82;90,91;88,89;100,00;100,00;100,00;201712;05/02/2018 11:09:28
MEDISANITAS BRASIL ASSISTÊNCIA INTEGRAL À SAÚDE S/A. (348520);Médico Hospitalar;Grande;43;33;92,94;93,24;93,51;95,96;96,72;97,46;92,78;87,21;79,01;70,00;68,00;70,13;201712;05/02/2018 11:09:28
MEDISERVICE OPERADORA DE PLANOS DE SAÚDE S.A. (333689);Médico Hospitalar;Grande;18;39;97,30;92,31;92,38;89,11;89,32;87,36;90,12;95,18;92,86;92,54;92,73;98,25;201712;05/02/2018 11:09:28
MEDPLAN ASSISTÊNCIA MEDICA LTDA. (337510);Médico Hospitalar;Médio;151;1;88,89;100,00;100,00;100,00;100,00;100,00;100,00;66,67;66,67;71,43;60,00;66,67;201712;05/02/2018 11:09:28
MED-TOUR ADMINISTRADORA DE BENEFÍCIOS E EMPREENDIMENTOS LTDA. (328537);Médico Hospitalar;Médio;180;132;77,78;89,47;100,00;100,00;88,89;92,31;92,31;91,67;90,00;83,33;90,00;90,00;201712;05/02/2018 11:09:28
MEMORIAL SAUDE LTDA (373010);Médico Hospitalar;Grande;1;28;100,00;93,75;95,45;95,65;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
METRUS INSTITUTO DE SEGURIDADE SOCIAL (380661);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;66,67;60,00;66,67;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
MH VIDA - OPERADORA DE PLANOS DE SAÚDE - EIRELI (412015);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;;100,00;100,00;100,00;;;;201712;05/02/2018 11:09:28
MINERAÇÃO CARAÍBA S/A (416703);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
MULTI SAÚDE ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA (402851);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;88,89;71,43;50,00;75,00;201712;05/02/2018 11:09:28
MULTICLINICA SERVICOS DE SAUDE LTDA (354554);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;;;;100,00;100,00;100,00;;;201712;05/02/2018 11:09:28
MÚTUA DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO (418650);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
NOSAMED ASSISTÊNCIA MÉDICA LTDA. (305928);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
NOSSA SAÚDE - OPERADORA PLANOS PRIVADOS DE ASSISTÊNCIA  À SAÚDE LTDA. (372609);Médico Hospitalar;Médio;183;1;75,00;100,00;100,00;83,33;83,33;87,50;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
NOTRE DAME INTERMÉDICA SAÚDE S.A. (359017);Médico Hospitalar;Grande;32;25;94,51;94,55;93,70;93,56;94,48;95,66;96,72;95,93;94,53;92,74;92,66;92,47;201712;05/02/2018 11:09:28
NUCLEBRÁS EQUIPAMENTOS PESADOS S/A - NUCLEP (352888);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S/S LTDA (416738);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;;100,00;100,00;100,00;;;;;201712;05/02/2018 11:09:28
OMINT SERVIÇOS DE SAÚDE LTDA. (359661);Médico Hospitalar;Grande;39;48;93,33;90,91;75,00;86,67;87,50;100,00;100,00;100,00;100,00;100,00;100,00;88,89;201712;05/02/2018 11:09:28
ÔNIX OPERADORA DE PLANOS DE SAÚDE LTDA (407534);Médico Hospitalar;Pequeno;;;;;;;0,00;50,00;50,00;50,00;0,00;0,00;;100,00;201712;05/02/2018 11:09:28
OPERADORA DE PLANOS DE SAÚDE SERRA IMPERIAL LTDA. (409235);Médico Hospitalar;Pequeno;;;;;;;;;100,00;100,00;100,00;0,00;0,00;0,00;201712;05/02/2018 11:09:28
OPERADORA DE PLANOS PRIVADOS DE ASSISTENCIA A SAUDE CONSAUDE S/S LTDA (350729);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;100,00;;;100,00;100,00;100,00;;100,00;201712;05/02/2018 11:09:28
OPERADORA DE PLANOS PRIVADOS DE SAÚDE - SANTA CASA SAÚDE LTDA (419699);Médico Hospitalar;Pequeno;;;;;;;100,00;100,00;100,00;;;;;;201712;05/02/2018 11:09:28
OPERADORA UNICENTRAL DE PLANOS DE SAÚDE LTDA. (318477);Médico Hospitalar;Pequeno;113;111;83,33;88,89;85,71;100,00;100,00;92,86;89,47;91,30;94,12;100,00;100,00;93,33;201712;05/02/2018 11:09:28
OPERADORA UNIESTE DE PLANOS DE SAÚDE LTDA (354511);Médico Hospitalar;Pequeno;107;115;85,71;85,71;100,00;100,00;100,00;100,00;100,00;100,00;80,00;66,67;50,00;100,00;201712;05/02/2018 11:09:28
OPLAN SAÚDE OPERADORA DE PLANO DE SAÚDE LTDA (418226);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
ORALCLASS ASSISTENCIA MÉDICA E ODONTOLOGICA LTDA. (402478);Médico Hospitalar;Pequeno;103;107;93,33;91,67;66,67;63,64;53,33;53,33;53,85;66,67;80,00;63,64;55,56;69,23;201712;05/02/2018 11:09:28
PAME - ASSOCIAÇÃO DE ASSISTÊNCIA PLENA EM SAÚDE (342408);Médico Hospitalar;Pequeno;111;114;84,13;88,00;85,37;87,23;87,30;92,16;90,63;71,43;56,00;53,57;61,90;88,24;201712;05/02/2018 11:09:28
PARANA ASSISTENCIA MEDICA LTDA (315265);Médico Hospitalar;Médio;174;185;80,00;66,67;57,14;33,33;66,67;100,00;100,00;100,00;100,00;100,00;100,00;75,00;201712;05/02/2018 11:09:28
PARANÁ CLÍNICAS - PLANOS DE SAÚDE S/A (350141);Médico Hospitalar;Médio;151;153;88,89;85,00;85,71;90,48;100,00;100,00;100,00;100,00;100,00;95,45;95,24;88,46;201712;05/02/2018 11:09:28
PASA - PLANO DE ASSISTENCIA A SAUDE DO APOSENTADO DA VALE (331988);Médico Hospitalar;Médio;141;155;90,91;84,62;87,50;90,00;100,00;87,50;87,50;85,71;87,50;90,00;90,91;83,33;201712;05/02/2018 11:09:28
PETROBRAS DISTRIBUIDORA S.A. (354571);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;70,00;64,29;56,25;53,33;53,85;58,33;201712;05/02/2018 11:09:28
PETRÓLEO BRASILEIRO S.A.-PETROBRAS (366871);Médico Hospitalar;Grande;53;35;90,91;93,07;94,17;95,16;89,92;88,89;86,61;85,48;82,30;84,62;88,70;91,23;201712;05/02/2018 11:09:28
PLADISA PLANOS DE SAÚDE LTDA (419486);Médico Hospitalar;Pequeno;;;;;;;;;100,00;100,00;100,00;;;;201712;05/02/2018 11:09:28
PLAMED PLANO DE ASSISTENCIA MEDICA LTDA (343463);Médico Hospitalar;Médio;129;117;93,33;92,86;93,75;100,00;100,00;94,44;94,44;94,74;100,00;100,00;92,86;89,47;201712;05/02/2018 11:09:28
PLAMEDH - PLANO DE ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA (413551);Médico Hospitalar;Pequeno;;;;;;;;100,00;100,00;100,00;;;;;201712;05/02/2018 11:09:28
PLAMER PLANO MEDICO RESENDE LTDA (324299);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;;;;;100,00;100,00;100,00;201712;05/02/2018 11:09:28
PLAMHEG PLANO DE ASSISTÊNCIA MEDICA E HOSPITALAR DO ESTADO DE GOIAS S/S LTDA (373141);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;;;100,00;50,00;50,00;0,00;;;201712;05/02/2018 11:09:28
PLANO ASSISTENCIAL SÃO LUCAS LTDA (363391);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;;;;;;0,00;0,00;201712;05/02/2018 11:09:28
PLANO DE ASSISTÊNCIA MÉDICA MINEIRA LTDA (382281);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
PLANO DE SAÚDE ANA COSTA LTDA. (360244);Médico Hospitalar;Grande;68;66;85,71;84,91;87,50;85,19;94,74;89,47;90,00;88,24;87,50;100,00;100,00;100,00;201712;05/02/2018 11:09:28
PLANO DE SAUDE ASES LTDA. (411582);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;100,00;66,67;75,00;75,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
PLANO DE SAÚDE DA SANTA CASA DE BRAGANÇA PAULISTA (420166);Médico Hospitalar;Médio;1;165;100,00;80,00;75,00;50,00;;;100,00;100,00;100,00;;;;201712;05/02/2018 11:09:28
PLANO DE SAUDE UNIFENAS (344010);Médico Hospitalar;Pequeno;;;;;;;;;;;0,00;0,00;0,00;;201712;05/02/2018 11:09:28
PLANO HOSPITAL SAMARITANO LTDA (411256);Médico Hospitalar;Médio;145;121;90,00;91,67;90,00;81,82;72,73;80,00;90,00;100,00;87,50;75,00;71,43;88,89;201712;05/02/2018 11:09:28
PLANO SAÚDE SÃO FRANCISCO LTDA. (358053);Médico Hospitalar;Pequeno;;;;;;;;;;0,00;0,00;0,00;;;201712;05/02/2018 11:09:28
PLASAC PLANO DE SAÚDE LTDA (306444);Médico Hospitalar;Pequeno;;;;;;;;100,00;50,00;50,00;0,00;;100,00;100,00;201712;05/02/2018 11:09:28
PLENA SAÚDE LTDA (348830);Médico Hospitalar;Médio;186;165;72,73;80,00;75,00;81,82;75,00;100,00;100,00;93,75;96,00;85,71;85,71;75,00;201712;05/02/2018 11:09:28
POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA (351270);Médico Hospitalar;Pequeno;;;;;50,00;50,00;50,00;;;;;;;;201712;05/02/2018 11:09:28
POLICLIN SAÚDE S/A. (415693);Médico Hospitalar;Médio;174;1;80,00;100,00;90,00;90,00;90,91;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
POLICON ASSISTENCIA MÉDICA LTDA - EPP (412228);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;;;;;;;;201712;05/02/2018 11:09:28
POLIMÉDICA SAÚDE SOCIEDADE SIMPLES LTDA (316903);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
POLYMED - POLYCLÍNICA MÉDICA E OPERADORA DE PLANOS DE SAÚDE S/S LTDA (332291);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
PORTO ALEGRE CLÍNICAS LTDA. (346870);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;100,00;201712;05/02/2018 11:09:28
PORTO DIAS SAUDE LTDA. (415081);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
PORTO SEGURO - SEGURO SAÚDE S/A (000582);Médico Hospitalar;Grande;73;72;81,93;80,00;83,96;87,50;86,84;92,21;94,74;96,15;93,33;84,13;77,78;74,47;201712;05/02/2018 11:09:28
PORTOMED - PORTO SEGURO SERVIÇOS DE SAUDE LTDA (417491);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;85,71;88,89;83,33;100,00;100,00;100,00;100,00;81,82;201712;05/02/2018 11:09:28
POSTAL SAÚDE CAIXA DE ASSISTÊNCIA E SAÚDE DOS EMPREGADOS DOS CORREIOS (419133);Médico Hospitalar;Grande;47;37;92,54;92,80;96,34;95,90;93,84;89,63;86,93;87,57;86,93;87,88;86,55;88,89;201712;05/02/2018 11:09:28
PREMIUM SAÚDE EIRELI - ME (417823);Médico Hospitalar;Médio;1;149;100,00;85,71;75,00;80,00;100,00;83,33;83,33;87,50;100,00;100,00;100,00;100,00;201712;05/02/2018 11:09:28
PREVENT SENIOR CORPORATE OPERADORA DE SAÚDE LTDA. (413267);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;201712;05/02/2018 11:09:28
PREVENT SENIOR PRIVATE OPERADORA DE SAÚDE LTDA (302147);Médico Hospitalar;Grande;24;15;95,74;96,64;96,15;97,92;97,59;98,25;98,33;97,35;97,42;95,57;96,25;96,45;201712;05/02/2018 11:09:28
PRO SALUTE SERVIÇOS PARA A SAÚDE LTDA. (369373);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;25,00;57,14;55,56;66,67;25,00;201712;05/02/2018 11:09:28
PROASA - PROGRAMA ADVENTISTA DE  SAÚDE (310522);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;;;;;100,00;100,00;100,00;0,00;0,00;201712;05/02/2018 11:09:28
PROMED ASSISTENCIA MEDICA LTDA (348805);Médico Hospitalar;Grande;62;69;88,24;83,33;90,70;90,20;89,36;88,10;85,37;80,85;68,75;65,22;63,64;76,19;201712;05/02/2018 11:09:28
PROMED ASSISTÊNCIA MÉDICA LTDA (410632);Médico Hospitalar;Médio;161;175;86,67;78,57;76,92;80,00;87,50;90,91;87,50;100,00;85,71;80,00;73,33;69,23;201712;05/02/2018 11:09:28
PROMÉDICA - PROTEÇÃO MEDICA A EMPRESAS S.A. (326861);Médico Hospitalar;Médio;1;111;100,00;95,65;92,86;92,00;87,50;90,00;85,71;93,75;92,86;100,00;100,00;96,30;201712;05/02/2018 11:09:28
PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A (305626);Médico Hospitalar;Pequeno;1;;100,00;;;;;100,00;100,00;100,00;;;;;201712;05/02/2018 11:09:28
PRONTOMED ASSISTÊNCIA MEDICA LTDA. - EM LIQUIDAÇÃO EXTRAJUDICIAL (403849);Médico Hospitalar;Pequeno;142;150;0,00;0,00;0,00;6,25;11,11;25,00;16,67;14,29;0,00;0,00;0,00;0,00;201712;05/02/2018 11:09:28
PRONTOMED NOVO HAMBURGO LTDA. (302490);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
PRONTOMED PLANOS DE SAÚDE LTDA (301728);Médico Hospitalar;Médio;;1;;100,00;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;;;201712;05/02/2018 11:09:28
PRONTOMEDICO PLANO DE ASSISTENCIA MEDICA LTDA (362182);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
QUALLITY PRÓ SAÚDE ASSISTÊNCIA MÉDICA AMBULATORIAL LTDA (418170);Médico Hospitalar;Médio;161;184;86,67;68,75;84,21;69,57;76,19;77,27;92,86;86,96;78,95;80,95;81,82;86,67;201712;05/02/2018 11:09:28
RBS PARTICIPAÇÕES S/A (418862);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201712;05/02/2018 11:09:28
REAL GRANDEZA - FUNDAÇÃO DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL (331317);Médico Hospitalar;Médio;129;141;93,33;88,24;90,91;88,89;100,00;100,00;95,45;96,55;95,24;92,86;91,67;93,75;201712;05/02/2018 11:09:28
R.M.I. OPERADORA DE SAÚDE INTEGRADA LTDA (420271);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;50,00;0,00;;;;;;201712;05/02/2018 11:09:28
RN METROPOLITAN LTDA (414131);Médico Hospitalar;Médio;186;165;72,73;80,00;75,00;100,00;100,00;100,00;66,67;66,67;66,67;100,00;100,00;100,00;201712;05/02/2018 11:09:28
SALUTAR SAÚDE SEGURADORA S.A. (000027);Médico Hospitalar;Médio;140;135;91,43;89,25;84,43;81,60;84,44;87,70;89,72;82,02;75,00;71,88;78,26;87,50;201712;05/02/2018 11:09:28
