Razão Social (Registro ANS);Cobertura;Porte;Classificação no Mês;Classificação no Mês Anterior;dez/18;nov/18;out/18;set/18;ago/18;jul/18;jun/18;mai/18;abr/18;mar/18;fev/18;jan/18;Competência;Data de atualização
GOOD LIFE SAUDE LTDA (305995);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;91,67;92,86;90,91;100,00;94,12;84,62;75,00;72,00;66,67;201812;16/01/2019 04:17:13
GREEN LIFE PLUS PLANOS MÉDICOS LTDA - EPP (420204);Médico Hospitalar;Pequeno;1;1;100,00;100,00;80,00;77,78;72,22;78,57;80,00;76,92;72,22;70,00;66,67;47,62;201812;16/01/2019 04:17:13
GREEN LINE SISTEMA DE SAÚDE S.A (325074);Médico Hospitalar;Grande;29;21;96,95;97,33;94,57;94,59;91,92;93,64;93,55;94,76;95,65;95,36;95,78;93,75;201812;16/01/2019 04:17:13
GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA (309222);Médico Hospitalar;Grande;19;18;98,36;97,93;95,68;94,12;93,72;93,06;94,92;95,05;94,59;92,73;92,03;93,48;201812;16/01/2019 04:17:13
GS PLANO GLOBAL DE SAÚDE LTDA (413160);Médico Hospitalar;Pequeno;;;;;;100,00;100,00;100,00;87,50;75,00;66,67;66,67;66,67;100,00;201812;16/01/2019 04:17:13
HALSA OPERADORA DE MEDICINA DE GRUPO LTDA (419834);Médico Hospitalar;Pequeno;117;125;90,00;90,48;90,91;90,91;92,31;90,00;100,00;100,00;80,00;80,00;60,00;50,00;201812;16/01/2019 04:17:13
HAPVIDA ASSISTENCIA MEDICA LTDA (368253);Médico Hospitalar;Grande;23;20;97,34;97,38;95,52;95,52;94,72;94,96;94,78;94,58;94,63;94,24;92,40;91,35;201812;16/01/2019 04:17:13
H.B. SAÚDE S/A. (350249);Médico Hospitalar;Grande;60;54;90,00;91,67;100,00;100,00;100,00;100,00;100,00;90,00;88,89;91,67;84,62;66,67;201812;16/01/2019 04:17:13
HBC SAÚDE LTDA. (414352);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
HC SAÚDE LTDA. (335851);Médico Hospitalar;Pequeno;;;;;;;;;;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
HOSPITAIS E CLÍNICAS DO PIAUÍ S/S LTDA (416398);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;0,00;0,00;50,00;100,00;201812;16/01/2019 04:17:13
HOSPITAL BOM SAMARITANO S/S LTDA (419362);Médico Hospitalar;Pequeno;128;135;75,00;81,25;66,67;66,67;62,50;100,00;100,00;100,00;100,00;100,00;100,00;;201812;16/01/2019 04:17:13
HOSPITAL CÉSAR LEITE (314706);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;100,00;100,00;;;;0,00;0,00;201812;16/01/2019 04:17:13
HOSPITAL DE CARIDADE DE VARGEM GRANDE DO SUL (363111);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO (420930);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
HOSPITAL DE CATAGUASES (400319);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;;;;;;;100,00;100,00;201812;16/01/2019 04:17:13
HOSPITAL DE PRONTOCLINICA LTDA. (341941);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
HOSPITAL MARECHAL CÂNDIDO RONDON LTDA (392391);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;;;;;;;100,00;100,00;201812;16/01/2019 04:17:13
HOSPITAL NOSSA SENHORA DAS GRAÇAS LTDA. (309401);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
HOSPITAL REGIONAL DE FRANCA S/A (309338);Médico Hospitalar;Médio;;;;;100,00;100,00;100,00;100,00;100,00;;;;;;201812;16/01/2019 04:17:13
HOSPITAL S.P. LTDA. (363189);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
HUMANA ASSISTENCIA MEDICA LTDA (357511);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;75,00;66,67;62,50;201812;16/01/2019 04:17:13
IDEAL SAÚDE ASSISTÊNCIA MÉDICA AMBULATORIAL LTDA (420751);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;201812;16/01/2019 04:17:13
INDUSTRIAS NUCLEARES DO BRASIL S/A - INB (329282);Médico Hospitalar;Pequeno;;;;;;;;;;100,00;100,00;100,00;;0,00;201812;16/01/2019 04:17:13
INSTITUIÇÃO BENEFICENTE CEL MASSOT - IBCM (419427);Médico Hospitalar;Médio;;;;;;100,00;100,00;100,00;;;;;;;201812;16/01/2019 04:17:13
INSTITUTO CURITIBA DE SAÚDE (419010);Médico Hospitalar;Médio;170;167;85,71;90,00;100,00;77,78;66,67;66,67;87,50;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
INTERCLÍNICAS DO BRASIL ASSISTENCIA MÉDICA LTDA (420841);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;;;;0,00;0,00;0,00;0,00;0,00;201812;16/01/2019 04:17:13
INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA (312282);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;;;;;;;;201812;16/01/2019 04:17:13
IRMANDADE DA SANTA CASA DE MISERICORDIA DE BIRIGUI (314102);Médico Hospitalar;Pequeno;1;1;100,00;100,00;50,00;50,00;50,00;;;;;100,00;100,00;100,00;201812;16/01/2019 04:17:13
IRMANDADE DA SANTA CASA DE MISERICORDIA DE LIMEIRA (319422);Médico Hospitalar;Pequeno;;1;;100,00;100,00;100,00;100,00;100,00;100,00;;;;;;201812;16/01/2019 04:17:13
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE MAUÁ (403920);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;88,89;88,89;83,33;33,33;50,00;66,67;72,73;85,71;201812;16/01/2019 04:17:13
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE MOCOCA (308005);Médico Hospitalar;Pequeno;;;;;;;;;0,00;0,00;0,00;;;;201812;16/01/2019 04:17:13
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PASSOS (333875);Médico Hospitalar;Pequeno;;;;;;;;;;;;100,00;100,00;100,00;201812;16/01/2019 04:17:13
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRACICABA (354562);Médico Hospitalar;Médio;191;188;66,67;75,00;75,00;100,00;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE RIO CLARO (347655);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;50,00;0,00;66,67;100,00;100,00;;;;201812;16/01/2019 04:17:13
IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE SÃO JOSÉ DO RIO PRETO (339539);Médico Hospitalar;Pequeno;;;;;;;;;100,00;100,00;100,00;100,00;100,00;;201812;16/01/2019 04:17:13
IRMANDADE DA SANTA CASA DE MISERICÓRDIA E MATERNIDADE DONA ZILDA SALVAGNI (321320);Médico Hospitalar;Pequeno;;;;;;;;;;;0,00;0,00;0,00;0,00;201812;16/01/2019 04:17:13
IRMANDADE DE MISERICORDIA DE PORTO FERREIRA (329355);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;;;;;100,00;100,00;100,00;201812;16/01/2019 04:17:13
IRMANDADE DE MISERICÓRDIA DO HOSPITAL DA SANTA CASA DE MONTE ALTO (333808);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;;;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
IRMANDADE NOSSA SENHORA DAS MERCES DE MONTES CLAROS (363685);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
IRMANDADE SANTA CASA DE MISERICÓRDIA DE ITAPEVA (345741);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
IRMANDADE SANTA CASA DE MISERICÓRDIA DE MARINGÁ (336831);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;77,78;75,00;77,78;100,00;100,00;100,00;100,00;80,00;201812;16/01/2019 04:17:13
IRMANDADE SANTA ISABEL DE BARRA MANSA (419974);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
ITAIPU BINACIONAL (366234);Médico Hospitalar;Pequeno;;;;;;;;;;;0,00;0,00;0,00;;201812;16/01/2019 04:17:13
ITAUSEG SAÚDE S.A. (000884);Médico Hospitalar;Pequeno;132;137;60,00;66,67;100,00;100,00;100,00;100,00;100,00;100,00;87,50;83,33;77,78;75,00;201812;16/01/2019 04:17:13
JARDIM AMÉRICA SAÚDE LTDA. (414450);Médico Hospitalar;Grande;37;49;95,74;93,48;90,20;87,23;89,36;91,43;95,00;94,64;92,73;93,33;92,86;90,00;201812;16/01/2019 04:17:13
LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA. (364592);Médico Hospitalar;Pequeno;134;149;50,00;33,33;33,33;0,00;0,00;0,00;50,00;36,36;23,53;7,14;0,00;0,00;201812;16/01/2019 04:17:13
LÍDER COMÉRCIO E INDÚSTRIA LTDA. (412490);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
LIFE EMPRESARIAL SAÚDE LTDA. (414492);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
LIFEDAY PLANOS DE SAÚDE LTDA. (309699);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
LIV LINHAS INTELIGENTES DE ATENÇÃO À VIDA S/A (379280);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;;;;;;;;;;201812;16/01/2019 04:17:13
MAIS SAUDE S/A (419516);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
MAPFRE SAÚDE LTDA (418951);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;77,78;76,47;76,47;77,78;100,00;;;201812;16/01/2019 04:17:13
MATÃO CLINICAS & AMHMA SAÚDE LTDA (416495);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
MEDGOLD ASSISTENCIA MEDICA LTDA - ME (419753);Médico Hospitalar;Pequeno;1;;100,00;;;100,00;100,00;100,00;;;;;;100,00;201812;16/01/2019 04:17:13
MEDICAL BRASIL ASSISTÊNCIA MÉDICA LTDA (419320);Médico Hospitalar;Pequeno;123;126;85,71;90,00;78,57;76,92;66,67;66,67;55,56;66,67;66,67;100,00;100,00;100,00;201812;16/01/2019 04:17:13
MEDICAL MEDICINA COOPERATIVA ASSISTENCIAL DE LIMEIRA (360767);Médico Hospitalar;Médio;1;196;100,00;66,67;50,00;66,67;100,00;100,00;;;;0,00;33,33;66,67;201812;16/01/2019 04:17:13
MEDIPLAN ASSISTENCIAL LTDA (368849);Médico Hospitalar;Médio;1;1;100,00;100,00;94,44;88,24;91,30;90,48;90,91;88,24;88,24;90,91;80,00;80,00;201812;16/01/2019 04:17:13
MEDISANITAS BRASIL ASSISTÊNCIA INTEGRAL À SAÚDE S/A. (348520);Médico Hospitalar;Grande;33;16;96,08;98,53;96,13;95,71;94,53;93,70;93,75;90,97;89,05;87,22;87,70;91,59;201812;16/01/2019 04:17:13
MEDISERVICE OPERADORA DE PLANOS DE SAÚDE S.A. (333689);Médico Hospitalar;Grande;71;68;83,33;83,33;84,09;97,92;92,98;90,48;84,91;83,87;86,15;83,58;87,30;87,10;201812;16/01/2019 04:17:13
MEDPLAN ASSISTÊNCIA MEDICA LTDA. (337510);Médico Hospitalar;Médio;1;1;100,00;100,00;85,71;87,50;66,67;66,67;66,67;100,00;75,00;66,67;71,43;75,00;201812;16/01/2019 04:17:13
MED-TOUR ADMINISTRADORA DE BENEFÍCIOS E EMPREENDIMENTOS LTDA. (328537);Médico Hospitalar;Médio;1;153;100,00;93,33;93,33;87,50;83,33;85,71;87,50;86,67;76,47;78,95;77,78;77,78;201812;16/01/2019 04:17:13
MEMORIAL SAUDE LTDA (373010);Médico Hospitalar;Grande;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;93,33;201812;16/01/2019 04:17:13
METRUS INSTITUTO DE SEGURIDADE SOCIAL (380661);Médico Hospitalar;Médio;1;196;100,00;66,67;75,00;75,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
MH VIDA - OPERADORA DE PLANOS DE SAÚDE - EIRELI (412015);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;100,00;100,00;100,00;100,00;100,00;66,67;66,67;50,00;;201812;16/01/2019 04:17:13
MINERAÇÃO CARAÍBA S/A (416703);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
MULTI SAÚDE ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA (402851);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;50,00;0,00;0,00;50,00;80,00;201812;16/01/2019 04:17:13
MULTICLINICA SERVICOS DE SAUDE LTDA (354554);Médico Hospitalar;Pequeno;;;;;;;;;;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
MÚTUA DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO (418650);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
NOSAMED ASSISTÊNCIA MÉDICA LTDA. (305928);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
NOSSA SAÚDE - OPERADORA PLANOS PRIVADOS DE ASSISTÊNCIA  À SAÚDE LTDA. (372609);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;75,00;66,67;201812;16/01/2019 04:17:13
NOTRE DAME INTERMÉDICA SAÚDE S.A. (359017);Médico Hospitalar;Grande;48;47;94,17;93,63;92,24;91,34;89,07;87,72;88,17;88,34;88,70;90,17;90,67;92,29;201812;16/01/2019 04:17:13
NUCLEBRÁS EQUIPAMENTOS PESADOS S/A - NUCLEP (352888);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S/S LTDA (416738);Médico Hospitalar;Pequeno;;;;;;;;100,00;100,00;100,00;;;100,00;100,00;201812;16/01/2019 04:17:13
OMINT SERVIÇOS DE SAÚDE LTDA. (359661);Médico Hospitalar;Grande;41;34;95,24;95,65;100,00;100,00;92,31;95,24;95,65;92,31;84,21;80,00;86,67;94,44;201812;16/01/2019 04:17:13
ÔNIX OPERADORA DE PLANOS DE SAÚDE LTDA (407534);Médico Hospitalar;Pequeno;;;;;;;;;100,00;100,00;100,00;100,00;100,00;;201812;16/01/2019 04:17:13
OPERADORA DE PLANOS DE SAÚDE SERRA IMPERIAL LTDA. (409235);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
OPERADORA DE PLANOS PRIVADOS DE ASSISTENCIA A SAUDE CONSAUDE S/S LTDA (350729);Médico Hospitalar;Pequeno;;;;;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;;;201812;16/01/2019 04:17:13
OPERADORA DE PLANOS PRIVADOS DE SAÚDE - SANTA CASA SAÚDE LTDA (419699);Médico Hospitalar;Pequeno;;;;;;;;;;100,00;100,00;100,00;;;201812;16/01/2019 04:17:13
OPERADORA UNICENTRAL DE PLANOS DE SAÚDE LTDA. (318477);Médico Hospitalar;Pequeno;1;1;100,00;100,00;87,50;81,82;81,82;83,33;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
OPERADORA UNIESTE DE PLANOS DE SAÚDE LTDA (354511);Médico Hospitalar;Pequeno;116;123;90,91;90,91;88,89;100,00;100,00;100,00;100,00;90,00;90,00;75,00;83,33;71,43;201812;16/01/2019 04:17:13
OPLAN SAÚDE OPERADORA DE PLANO DE SAÚDE LTDA (418226);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
ORALCLASS ASSISTENCIA MÉDICA E ODONTOLOGICA LTDA. (402478);Médico Hospitalar;Pequeno;120;128;88,89;88,89;87,50;71,43;75,00;85,71;100,00;85,71;81,82;80,00;84,62;87,50;201812;16/01/2019 04:17:13
PAME - ASSOCIAÇÃO DE ASSISTÊNCIA PLENA EM SAÚDE (342408);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;50,00;86,67;84,21;81,48;81,48;78,95;83,67;77,05;78,38;201812;16/01/2019 04:17:13
PARANA ASSISTENCIA MEDICA LTDA (315265);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
PARANÁ CLÍNICAS - PLANOS DE SAÚDE S/A (350141);Médico Hospitalar;Médio;1;1;100,00;100,00;93,33;93,75;85,71;92,31;92,86;93,75;94,12;95,00;94,44;95,45;201812;16/01/2019 04:17:13
PASA - PLANO DE ASSISTENCIA A SAUDE DO APOSENTADO DA VALE (331988);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;91,67;88,89;92,31;86,67;83,33;82,35;92,86;92,31;88,89;201812;16/01/2019 04:17:13
PETROBRAS DISTRIBUIDORA S.A. (354571);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;91,67;90,00;90,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
PETRÓLEO BRASILEIRO S.A.-PETROBRAS (366871);Médico Hospitalar;Grande;34;36;95,92;95,42;92,72;91,77;90,65;88,19;90,15;89,04;82,86;82,52;81,89;91,38;201812;16/01/2019 04:17:13
PLADISA PLANOS DE SAÚDE LTDA (419486);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
PLAMED PLANO DE ASSISTENCIA MEDICA LTDA (343463);Médico Hospitalar;Médio;156;150;93,75;94,44;95,83;100,00;100,00;85,71;83,33;83,33;100,00;100,00;91,67;92,86;201812;16/01/2019 04:17:13
PLAMEDH - PLANO DE ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA (413551);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
PLAMER PLANO MEDICO RESENDE LTDA (324299);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
PLAMHEG PLANO DE ASSISTÊNCIA MEDICA E HOSPITALAR DO ESTADO DE GOIAS S/S LTDA (373141);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
PLANO ASSISTENCIAL SÃO LUCAS LTDA (363391);Médico Hospitalar;Pequeno;1;1;100,00;100,00;;;;;;;;;;;201812;16/01/2019 04:17:13
PLANO DE ASSISTÊNCIA MÉDICA MINEIRA LTDA (382281);Médico Hospitalar;Pequeno;144;150;0,00;0,00;0,00;;;;;;;;;;201812;16/01/2019 04:17:13
PLANO DE SAÚDE ANA COSTA LTDA. (360244);Médico Hospitalar;Médio;1;1;100,00;100,00;96,15;92,31;80,95;85,71;88,89;100,00;100,00;94,44;88,89;87,80;201812;16/01/2019 04:17:13
PLANO DE SAUDE ASES LTDA. (411582);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;80,00;75,00;66,67;100,00;201812;16/01/2019 04:17:13
PLANO DE SAÚDE DA SANTA CASA DE BRAGANÇA PAULISTA (420166);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;75,00;66,67;50,00;50,00;50,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
PLANO DE SAUDE UNIFENAS (344010);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
PLANO HOSPITAL SAMARITANO LTDA (411256);Médico Hospitalar;Médio;1;1;100,00;100,00;92,31;90,00;87,50;100,00;100,00;100,00;100,00;100,00;100,00;87,50;201812;16/01/2019 04:17:13
PLANO SAÚDE SÃO FRANCISCO LTDA. (358053);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
PLASAC PLANO DE SAÚDE LTDA (306444);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;;;50,00;50,00;75,00;100,00;100,00;201812;16/01/2019 04:17:13
PLENA SAÚDE LTDA (348830);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;93,75;93,75;71,43;75,00;69,23;90,00;90,00;100,00;83,33;201812;16/01/2019 04:17:13
POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA (351270);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
POLICLIN SAÚDE S/A. (415693);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;88,89;87,50;201812;16/01/2019 04:17:13
POLICON ASSISTENCIA MÉDICA LTDA - EPP (412228);Médico Hospitalar;Pequeno;;;;;100,00;100,00;100,00;100,00;100,00;;;;;;201812;16/01/2019 04:17:13
POLIMÉDICA SAÚDE SOCIEDADE SIMPLES LTDA (316903);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
POLYMED - POLYCLÍNICA MÉDICA E OPERADORA DE PLANOS DE SAÚDE S/S LTDA (332291);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
PORTO ALEGRE CLÍNICAS LTDA. (346870);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;;100,00;100,00;100,00;50,00;50,00;83,33;201812;16/01/2019 04:17:13
PORTO DIAS SAUDE LTDA. (415081);Médico Hospitalar;Pequeno;;;;;;;;;;;;;;;201812;16/01/2019 04:17:13
PORTO SEGURO - SEGURO SAÚDE S/A (000582);Médico Hospitalar;Grande;53;55;92,98;91,43;88,89;90,54;86,84;80,77;77,92;80,00;86,44;92,73;95,31;87,69;201812;16/01/2019 04:17:13
PORTOMED - PORTO SEGURO SERVIÇOS DE SAUDE LTDA (417491);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;75,00;66,67;75,00;201812;16/01/2019 04:17:13
POSTAL SAÚDE CAIXA DE ASSISTÊNCIA E SAÚDE DOS EMPREGADOS DOS CORREIOS (419133);Médico Hospitalar;Grande;51;45;93,24;93,92;92,20;91,78;88,89;87,15;87,40;88,65;91,12;93,63;96,32;89,63;201812;16/01/2019 04:17:13
PREMIUM SAÚDE EIRELI - ME (417823);Médico Hospitalar;Médio;;;;;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;83,33;83,33;201812;16/01/2019 04:17:13
PREVENT SENIOR CORPORATE OPERADORA DE SAÚDE LTDA. (413267);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;;100,00;100,00;100,00;100,00;;201812;16/01/2019 04:17:13
PREVENT SENIOR PRIVATE OPERADORA DE SAÚDE LTDA (302147);Médico Hospitalar;Grande;44;29;95,07;96,47;96,57;99,48;96,92;97,22;95,42;97,33;95,10;96,38;93,89;94,15;201812;16/01/2019 04:17:13
PRO SALUTE SERVIÇOS PARA A SAÚDE LTDA. (369373);Médico Hospitalar;Médio;1;1;100,00;100,00;83,33;83,33;50,00;66,67;50,00;50,00;0,00;50,00;100,00;100,00;201812;16/01/2019 04:17:13
PROASA - PROGRAMA ADVENTISTA DE  SAÚDE (310522);Médico Hospitalar;Pequeno;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
PROMED ASSISTENCIA MEDICA LTDA (348805);Médico Hospitalar;Grande;62;56;88,64;91,11;87,76;88,37;89,13;95,00;91,11;91,07;90,00;91,23;88,24;82,22;201812;16/01/2019 04:17:13
PROMED ASSISTÊNCIA MÉDICA LTDA (410632);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;95,83;95,83;95,24;100,00;100,00;100,00;94,44;88,24;80,00;201812;16/01/2019 04:17:13
PROMÉDICA - PROTEÇÃO MEDICA A EMPRESAS S.A. (326861);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;201812;16/01/2019 04:17:13
PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A (305626);Médico Hospitalar;Pequeno;;;;;;;;100,00;100,00;100,00;50,00;33,33;33,33;50,00;201812;16/01/2019 04:17:13
PRONTOMED NOVO HAMBURGO LTDA. (302490);Médico Hospitalar;Pequeno;;;;;;;0,00;0,00;0,00;;;;;;201812;16/01/2019 04:17:13
PRONTOMED PLANOS DE SAÚDE LTDA (301728);Médico Hospitalar;Médio;198;196;50,00;66,67;66,67;100,00;;100,00;100,00;100,00;;100,00;100,00;100,00;201812;16/01/2019 04:17:13
QUALLITY PRÓ SAÚDE ASSISTÊNCIA MÉDICA AMBULATORIAL LTDA (418170);Médico Hospitalar;Médio;1;1;100,00;100,00;100,00;100,00;100,00;83,33;85,71;50,00;45,45;33,33;66,67;66,67;201812;16/01/2019 04:17:13
RBS PARTICIPAÇÕES S/A (418862);Médico Hospitalar;Pequeno;144;150;0,00;0,00;0,00;;;;;;;;;;201812;16/01/2019 04:17:13
REAL GRANDEZA - FUNDAÇÃO DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL (331317);Médico Hospitalar;Médio;1;164;100,00;90,91;91,67;84,62;90,91;90,91;90,91;92,86;92,31;100,00;90,00;85,71;201812;16/01/2019 04:17:13
R.M.I. OPERADORA DE SAÚDE INTEGRADA LTDA (420271);Médico Hospitalar;Pequeno;1;1;100,00;100,00;85,71;85,71;75,00;88,89;83,33;100,00;100,00;100,00;;;201812;16/01/2019 04:17:13
RN METROPOLITAN LTDA (414131);Médico Hospitalar;Médio;191;196;66,67;66,67;50,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;90,00;81,82;201812;16/01/2019 04:17:13
SALUTAR SAÚDE SEGURADORA S.A. (000027);Médico Hospitalar;Pequeno;119;133;89,10;85,19;82,39;86,36;87,78;89,32;85,87;87,36;83,33;97,50;94,44;90,74;201812;16/01/2019 04:17:13
SAMED - SERVIÇOS DE ASSISTÊNCIA MÉDICA, ODONTOLÓGICA E HOSPITALAR S.A. (309192);Médico Hospitalar;Médio;144;143;97,06;97,67;97,44;95,24;93,75;92,31;97,14;100,00;97,14;97,06;97,44;97,22;201812;16/01/2019 04:17:13
SAMEDIL SERVIÇOS DE ATENDIMENTO MÉDICO S/A (335614);Médico Hospitalar;Médio;1;171;100,00;88,89;93,75;78,57;85,71;71,43;80,00;60,00;71,43;83,33;100,00;100,00;201812;16/01/2019 04:17:13
